student_id,name,email,university,tier,cgpa,skills,interests,location,preferred_location
STU_0461,student 461,student461@university.edu,iit delhi,Tier-2,8.37,"web development, machine learning",mobile apps,pune,chennai
STU_0462,student 462,student462@university.edu,iit bombay,Tier-2,8.39,"python, python, sql, sql",ai/ml,pune,bangalore
STU_0463,student 463,student463@university.edu,vit chennai,Tier-2,8.7,"sql, java",data science,mumbai,bangalore
STU_0464,student 464,student464@university.edu,iit bombay,Tier-2,6.89,"sql, web development, sql",ai/ml,hyderabad,hyderabad
STU_0465,student 465,student465@university.edu,iit bombay,Tier-1,8.65,"data analysis, machine learning","mobile apps, software development",pune,hyderabad
STU_0466,student 466,student466@university.edu,iit bombay,Tier-1,9.23,"web development, python, java, java",data science,chennai,pune
STU_0467,student 467,student467@university.edu,iit bombay,Tier-3,7.04,"python, machine learning","mobile apps, web development",chennai,hyderabad
STU_0468,student 468,student468@university.edu,nit trichy,Tier-3,7.21,"python, java, web development, web development","mobile apps, web development",hyderabad,delhi
STU_0469,student 469,student469@university.edu,iit delhi,Tier-2,9.41,"web development, web development, python, machine learning",data science,pune,hyderabad
STU_0470,student 470,student470@university.edu,bits pilani,Tier-2,7.04,"python, machine learning, python, data analysis","software development, mobile apps",mumbai,delhi
STU_0471,student 471,student471@university.edu,iit bombay,Tier-2,9.06,"web development, machine learning",ai/ml,mumbai,hyderabad
STU_0472,student 472,student472@university.edu,vit chennai,Tier-2,7.98,"sql, machine learning, web development, java","software development, web development",mumbai,pune
STU_0473,student 473,student473@university.edu,iit bombay,Tier-1,7.24,"web development, data analysis","software development, ai/ml",delhi,pune
STU_0474,student 474,student474@university.edu,vit chennai,Tier-1,9.11,"machine learning, python, sql, java","software development, software development",hyderabad,delhi
STU_0475,student 475,student475@university.edu,nit trichy,Tier-3,7.84,"sql, machine learning, python","web development, mobile apps",mumbai,chennai
STU_0476,student 476,student476@university.edu,vit chennai,Tier-2,8.04,"python, web development, java, web development","ai/ml, mobile apps",chennai,pune
STU_0477,student 477,student477@university.edu,bits pilani,Tier-1,7.58,"machine learning, java","data science, web development",pune,chennai
STU_0478,student 478,student478@university.edu,iit delhi,Tier-2,8.28,"python, data analysis","ai/ml, mobile apps",bangalore,bangalore
STU_0479,student 479,student479@university.edu,vit chennai,Tier-2,6.99,"data analysis, data analysis, python, machine learning","web development, software development",bangalore,delhi
STU_0480,student 480,student480@university.edu,vit chennai,Tier-2,7.67,"web development, web development",web development,mumbai,pune
STU_0481,student 481,student481@university.edu,iit delhi,Tier-1,9.41,"python, machine learning, java",web development,bangalore,mumbai
STU_0482,student 482,student482@university.edu,bits pilani,Tier-1,7.27,"machine learning, data analysis, machine learning, machine learning",mobile apps,bangalore,bangalore
STU_0483,student 483,student483@university.edu,iit bombay,Tier-3,8.47,"machine learning, data analysis","web development, mobile apps",delhi,chennai
STU_0484,student 484,student484@university.edu,vit chennai,Tier-1,7.48,"python, machine learning, web development","web development, software development",chennai,pune
STU_0485,student 485,student485@university.edu,iit delhi,Tier-2,8.82,"sql, web development, python, python","software development, ai/ml",chennai,delhi
STU_0486,student 486,student486@university.edu,nit trichy,Tier-2,6.89,"data analysis, java, web development","mobile apps, software development",delhi,hyderabad
STU_0487,student 487,student487@university.edu,iit delhi,Tier-1,9.41,"web development, java, data analysis, web development","ai/ml, web development",delhi,mumbai
STU_0488,student 488,student488@university.edu,nit trichy,Tier-2,7.86,"data analysis, java","web development, data science",bangalore,chennai
STU_0489,student 489,student489@university.edu,bits pilani,Tier-3,7.21,"python, machine learning, data analysis",software development,hyderabad,bangalore
STU_0490,student 490,student490@university.edu,iit bombay,Tier-3,6.72,"sql, python, sql",software development,pune,delhi
STU_0491,student 491,student491@university.edu,iit delhi,Tier-3,7.01,"data analysis, python, machine learning, data analysis",software development,pune,mumbai
STU_0492,student 492,student492@university.edu,vit chennai,Tier-2,8.06,"sql, python",mobile apps,bangalore,delhi
STU_0493,student 493,student493@university.edu,bits pilani,Tier-2,7.51,"machine learning, java, data analysis",software development,pune,pune
STU_0494,student 494,student494@university.edu,iit delhi,Tier-2,8.99,"machine learning, machine learning",web development,delhi,hyderabad
STU_0495,student 495,student495@university.edu,vit chennai,Tier-2,7.79,"python, machine learning, java, machine learning","data science, software development",chennai,bangalore
STU_0496,student 496,student496@university.edu,iit delhi,Tier-3,7.25,"data analysis, web development, java, sql",mobile apps,pune,delhi
STU_0497,student 497,student497@university.edu,nit trichy,Tier-1,8.35,"data analysis, python, java, web development",data science,bangalore,chennai
STU_0498,student 498,student498@university.edu,iit delhi,Tier-1,8.62,"web development, python, python","web development, software development",hyderabad,pune
STU_0499,student 499,student499@university.edu,iit delhi,Tier-2,7.0,"java, machine learning, python, data analysis",mobile apps,bangalore,pune
STU_0500,student 500,student500@university.edu,iit delhi,Tier-1,7.0,"web development, machine learning, web development, machine learning","mobile apps, data science",mumbai,bangalore
